Unnamed: 0,higher_seed,higher_seed_num,higher_record,lower_seed,lower_seed_num,lower_record,T1_OffRating,T2_OffRating,T1_tempo,T2_tempo,T1_fgEff,T2_fgEff,T1_ftRate,T2_ftRate,T1_wab,T2_wab,T1_talent,T2_talent,T1_sos,T2_sos,T1_Threepg,T2_Threepg,T1_FTPG,T2_FTPG,T1_PDiffPG,T2_PDiffPG,T1_OffRank,T2_OffRank,T1_DefRank,T2_DefRank,offRankDiff,defRankDiff,talentDiff,sosDiff,Seed_Diff
0,Connecticut,8,0.696969696969697,SIUE,16,0.6666666666666666,121.9,101.9,63.7,65.8,55.5349576271186,48.9488636363636,30.614406779661,33.0681818181818,2.2,-7.8,87.492,7.282,30.085,8.164,8.758620689655173,7.357142857142857,14.206896551724139,13.071428571428571,9.10344827586207,2.0,14.0,255.0,94.0,160.0,-241.0,-66.0,80.21000000000001,21.921,-8
0,Connecticut,8,0.696969696969697,American,16,0.6470588235294118,121.9,102.1,63.7,63.5,55.5349576271186,51.8044237485448,30.614406779661,29.4528521536671,2.2,-8.3,87.492,0.2,30.085,8.755,8.758620689655173,8.344827586206897,14.206896551724139,12.172413793103448,9.10344827586207,-1.6896551724137931,14.0,252.0,94.0,205.0,-238.0,-111.0,87.292,21.33,-8
0,Connecticut,8,0.696969696969697,Mount St. Mary's,16,0.6470588235294118,121.9,100.1,63.7,67.4,55.5349576271186,51.0331702011963,30.614406779661,31.0494834148994,2.2,-8.2,87.492,0.853,30.085,8.934,8.758620689655173,7.678571428571429,14.206896551724139,13.178571428571429,9.10344827586207,-1.3571428571428572,14.0,292.0,94.0,176.0,-278.0,-82.0,86.63900000000001,21.151000000000003,-8
0,Connecticut,8,0.696969696969697,Alabama St.,16,0.5588235294117647,121.9,101.4,63.7,67.7,55.5349576271186,47.0559845559846,30.614406779661,29.8745173745174,2.2,-10.2,87.492,4.049,30.085,11.608,8.758620689655173,8.821428571428571,14.206896551724139,13.5,9.10344827586207,-1.2142857142857142,14.0,270.0,94.0,256.0,-256.0,-162.0,83.443,18.477,-8
0,Connecticut,8,0.696969696969697,Saint Francis,16,0.4848484848484848,121.9,99.7,63.7,66.9,55.5349576271186,51.5643447461629,30.614406779661,23.8488783943329,2.2,-12.2,87.492,0.2,30.085,12.764,8.758620689655173,8.0,14.206896551724139,9.88888888888889,9.10344827586207,-6.407407407407407,14.0,299.0,94.0,293.0,-285.0,-199.0,87.292,17.321,-8
0,Mississippi St.,8,0.6363636363636364,Creighton,9,0.7058823529411765,118.7,116.9,68.1,67.0,51.7422434367542,55.7712215320911,31.6467780429594,28.4679089026915,3.0,3.1,58.075,59.745,38.324,31.577,8.166666666666666,9.433333333333334,14.1,12.2,5.633333333333334,6.133333333333334,23.0,34.0,47.0,42.0,-11.0,5.0,-1.6699999999999946,6.746999999999996,-1
0,Mississippi St.,8,0.6363636363636364,Georgia,9,0.625,118.7,115.4,68.1,66.4,51.7422434367542,52.5138121546961,31.6467780429594,39.8342541436464,3.0,2.0,58.075,64.946,38.324,37.778,8.166666666666666,6.833333333333333,14.1,16.033333333333335,5.633333333333334,6.5,23.0,54.0,47.0,26.0,-31.0,21.0,-6.870999999999995,0.5459999999999994,-1
0,Mississippi St.,8,0.6363636363636364,Oklahoma,9,0.6060606060606061,118.7,119.0,68.1,68.5,51.7422434367542,54.9429657794677,31.6467780429594,39.5980445410103,3.0,2.1,58.075,48.517,38.324,39.435,8.166666666666666,8.586206896551724,14.1,17.24137931034483,5.633333333333334,3.8275862068965516,23.0,21.0,47.0,70.0,2.0,-23.0,9.558,-1.1110000000000042,-1
0,Mississippi St.,8,0.6363636363636364,Baylor,9,0.5757575757575758,118.7,120.8,68.1,64.5,51.7422434367542,51.5412748171369,31.6467780429594,31.0344827586207,3.0,2.0,58.075,56.146,38.324,42.981,8.166666666666666,8.517241379310345,14.1,14.068965517241379,5.633333333333334,6.172413793103448,23.0,16.0,47.0,58.0,7.0,-11.0,1.929000000000002,-4.657000000000004,-1
0,Mississippi St.,8,0.6363636363636364,New Mexico,10,0.7878787878787878,118.7,112.5,68.1,72.7,51.7422434367542,50.7715281234445,31.6467780429594,37.7799900447984,3.0,2.8,58.075,45.924,38.324,24.388,8.166666666666666,7.103448275862069,14.1,16.551724137931036,5.633333333333334,9.379310344827585,23.0,79.0,47.0,19.0,-56.0,28.0,12.151000000000003,13.935999999999996,-2
0,Mississippi St.,8,0.6363636363636364,Utah St.,10,0.7878787878787878,118.7,120.7,68.1,67.5,51.7422434367542,55.9924078091106,31.6467780429594,37.6355748373102,3.0,2.3,58.075,17.856,38.324,23.021,8.166666666666666,8.586206896551724,14.1,15.379310344827585,5.633333333333334,8.793103448275861,23.0,17.0,47.0,149.0,6.0,-102.0,40.219,15.302999999999997,-2
0,Mississippi St.,8,0.6363636363636364,Vanderbilt,10,0.625,118.7,117.9,68.1,69.4,51.7422434367542,51.6675088428499,31.6467780429594,34.0070742799394,3.0,1.5,58.075,36.79,38.324,35.986,8.166666666666666,8.266666666666667,14.1,15.533333333333333,5.633333333333334,5.766666666666667,23.0,30.0,47.0,83.0,-7.0,-36.0,21.285000000000004,2.338000000000001,-2
0,Mississippi St.,8,0.6363636363636364,Arkansas,10,0.6060606060606061,118.7,112.9,68.1,69.3,51.7422434367542,52.7315296566077,31.6467780429594,35.5359001040583,3.0,1.2,58.075,74.808,38.324,36.561,8.166666666666666,7.066666666666666,14.1,14.766666666666667,5.633333333333334,5.933333333333334,23.0,73.0,47.0,20.0,-50.0,27.0,-16.733000000000004,1.7629999999999981,-2
0,Mississippi St.,8,0.6363636363636364,Drake,11,0.9090909090909092,118.7,112.6,68.1,58.8,51.7422434367542,53.8237200259235,31.6467780429594,42.9682436811406,3.0,2.3,58.075,0.2,38.324,12.625,8.166666666666666,6.5,14.1,15.071428571428571,5.633333333333334,8.535714285714286,23.0,76.0,47.0,46.0,-53.0,1.0,57.875,25.698999999999998,-3
